cruise,cast,depth,dataset,pid,sample_time,ifcb,ml_analyzed,latitude,longitude,niskin,sample_type,n_images,tag1,tag2,tag3,tag4,tag5,comment_summary,trigger_selection,skip,km2coast,matdate,datetime,temperature,salinity,season,Copepod_nauplii,Phaeocystis_debris,Thalassiosira_TAG_external_detritus,bead,bubble,camera_spot,detritus,detritus_transparent,fecal_pellet,fiber,fiber_TAG_external_detritus,pollen,shellfish_larvae,zooplankton,date,sigma_00,sigma_11,oxsatmm_kg,sbeox0mm_kg,potemp090c,potemp190c,sal00,sal11,density00,density11,svcm,svcm1,prdm,t090c,t190c,c0s_m,c1s_m,sbeox0v,fleco_afl,turbwetntu0,spar,par,cpar,depsm,latitude_btl,longitude_btl,salinity_max,nearest_station,station_distance,sigma_t00,sigma_t11,sbox0mm_kg,oxsolmm_kg,times,scan,sbeox0ml_l,wetcdom,cstarat0,upoly0,v7,timej,t2_t190c,v0,v1,v2,altm,v3,v4,v5,cstartr0,v6,sbox1mm_kg,sbeox1v,c2_c1s_m,salinity_range,year,month,week,doy,hour,day,Acanthoica,Akashiwo,Alexandrium,Amoeba,Amphidinium,Amylax,Apedinella,Asterionellopsis,Bacillaria,Bacteriastrum,Balanion,Biddulphia,Calciopappus,Calciosolenia,Cerataulina,Chaetoceros,Chrysochromulina,Corethron,Corymbellus,Coscinodiscus,Cylindrotheca,Dactyliosolen,Delphineis,Dictyocha,Dictyocysta,Didinium,Dinobryon,Dinophysis,Ditylum,Emiliania,Ephemera,Eucampia,Euglena,Euplotes,Eutintinnus,Favella,Gonyaulax,Guinardia,Gyrodinium,Hemiaulus,Heterocapsa,Karenia,Katodinium/Torodinium,Kryptoperidinium,Laboea,Lauderia,Leegaardiella,Leptocylindrus,Licmophora,Margalefidinium,Mesodinium,Nanoneis,Odontella,Ophiaster,Oxytoxum,Paralia,Paratontonia,Parvicorbicula,Pelagostrobilidium,Phaeocystis,Pleuronema,Pleurosigma,Polykrikos,Prorocentrum,Proterythropsis,Protoperidinium,Pseudo-nitzschia,Pseudochattonella,Pyramimonas,Rhabdolithes,Rhizosolenia,Scrippsiella,Skeletonema,Stenosemella,Stephanopyxis,Strombidium,Syracosphaera,Thalassionema,Thalassiosira,Tiarina,Tintinnidium,Tintinnopsis,Tontonia,Trichodesmium,Tripos,Vicicitus,Warnowia,unknown Acantharia,unknown Bacillariophyceae,unknown Ciliophora,unknown Coccolithophyceae,unknown Cryptophyta,unknown Dinophyceae,unknown Flagellates,unknown Tintinnina
AR61B,17,3.240884046,NESLTER_transect,D20211111T072545_IFCB109,2021-11-11 05:46:09+00:00,109,3.77744402916667,40.22633333,-70.88366667,7.0,cast,3662,none,,,,,,3,0,142.18400024,738471.240381944,11-Nov-2021 05:46:09,14.4346,32.7851,OND,0,1,0,38,0,3,541,28,6,9,1,0,0,0,2021-11-11 05:46:09+00:00,24.3854,24.3827,254.25829,,14.4342,14.4351,32.7851,32.7817,1024.3999,1024.3971,,,3.266,14.4346,14.4356,3.995527,3.995252,2.0897,3.2058,0.17,0.0062296,,,3.2408840459007267,40.226333333333336,-70.88366666666667,35.7993,L7,0.0512991420719346,,,253.435,,,,,,,,,,,,,,,,,,,,,,,35-36,2021,11,45.0,315.0,5.0,11,130,0,0,15,5,0,50,0,0,0,7,0,8,1,26,13,19,0,0,1,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,0,913,42,4,0,0,1,0,11,1,0,1,0,0,0,1,0,0,0,0,0,0,5,0,5,0,0,3,0,120,0,62,0,21,0,0,3,11,33,138,0,0,0,1,1,0,0,1,4,364,28,32,1539,163,66,1
AR61B,17,43.91526931,NESLTER_transect,D20211111T060806_IFCB102,2021-11-11 05:42:20+00:00,102,4.095361175,40.22633333,-70.88366667,4.0,cast,2257,none,,,,,,3,0,142.18400024,738471.237731481,11-Nov-2021 05:42:20,15.1509,33.7228,OND,0,6,1,6,0,0,898,123,5,33,1,0,0,0,2021-11-11 05:42:20+00:00,24.9559,24.9524,249.01951,,15.1442,15.1415,33.7228,33.7175,1025.151,1025.1475,,,44.26,15.1509,15.1482,4.167679,4.166828,2.0509,2.5208,0.1172,0.0061299,,,43.91526931277826,40.226333333333336,-70.88366666666667,35.7993,L7,0.0512991420719346,,,242.895,,,,,,,,,,,,,,,,,,,,,,,35-36,2021,11,45.0,315.0,5.0,11,6,0,0,12,2,1,0,0,0,0,0,0,2,0,1,10,5,0,0,2,11,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,5,2,193,15,7,0,0,0,0,10,1,0,1,2,0,4,1,0,0,0,0,0,0,4,0,1,0,2,2,0,11,2,55,0,4,0,0,0,0,6,50,0,0,0,1,0,0,0,1,0,182,9,10,324,46,0,1
AR61B,17,63.66613071,NESLTER_transect,D20211111T060817_IFCB109,2021-11-11 05:40:00+00:00,109,4.71148400416667,40.22633333,-70.88366667,3.0,cast,719,none,,,,,,3,0,142.18400024,738471.236111111,11-Nov-2021 05:40:00,16.9145,34.6884,OND,0,1,4,24,0,0,684,15,6,11,2,0,0,0,2021-11-11 05:40:00+00:00,25.2978,25.3101,238.99079,,16.904,16.8739,34.6884,34.6952,1025.5782,1025.5905,,,64.169,16.9145,16.8844,4.448474,4.446269,1.8517,0.3011,0.064,0.0063043,,,63.66613070847452,40.226333333333336,-70.88366666666667,35.7993,L7,0.0512991420719346,,,203.717,,,,,,,,,,,,,,,,,,,,,,,35-36,2021,11,45.0,315.0,5.0,11,5,0,0,6,0,1,1,0,0,0,0,0,0,1,2,14,2,5,0,0,10,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,66,17,0,0,0,1,1,11,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,2,11,0,8,0,14,1,1,0,0,1,16,0,15,0,0,0,0,0,0,0,0,0,33,4,10,24,20,2,1
AR61B,18,6.506442556,NESLTER_transect,D20211111T152846_IFCB102,2021-11-11 14:15:27+00:00,102,3.073912725,40.36366667,-70.883,19.0,cast,5167,none,,,,,,3,0,128.77380234496,738471.5940625,11-Nov-2021 14:15:27,14.4519,32.9479,OND,0,3,0,19,0,0,865,92,2,39,2,0,0,0,2021-11-11 14:15:27+00:00,24.5075,24.5046,253.8838,,14.451,14.4512,32.9479,32.9442,1024.5366,1024.5336,,,6.557,14.4519,14.4522,4.015073,4.01469,2.1312,3.3357,0.128,1.0465,,,6.506442555881307,40.36366666666667,-70.883,34.2679,L6,0.0480321267667556,,,259.975,,,,,,,,,,,,,,,,,,,,,,,34-35,2021,11,45.0,315.0,14.0,11,29,0,2,31,3,0,2,0,0,0,10,0,8,3,7,16,16,0,0,3,44,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,948,28,13,0,0,0,2,13,2,0,2,2,0,3,3,0,0,0,0,0,2,3,0,11,0,0,2,2,148,0,122,5,2,0,0,0,5,5,21,2,0,0,0,0,2,0,0,0,355,13,21,2303,200,0,2
AR61B,18,25.28039298,NESLTER_transect,D20211111T152904_IFCB109,2021-11-11 14:12:47+00:00,109,3.8384308375,40.36366667,-70.883,14.0,cast,3322,none,,,,,,3,0,128.77380234496,738471.592210648,11-Nov-2021 14:12:47,14.4501,32.9478,OND,0,0,1,68,0,1,462,11,1,8,1,0,0,0,2021-11-11 14:12:47+00:00,24.5084,24.5058,253.89343,,14.4464,14.4468,32.9478,32.9445,1024.6212,1024.6186,,,25.478,14.4501,14.4505,4.015692,4.015374,2.1178,3.6561,0.16,1.0967,,,25.28039298036201,40.36366666666667,-70.883,34.2679,L6,0.0480321267667556,,,258.365,,,,,,,,,,,,,,,,,,,,,,,34-35,2021,11,45.0,315.0,14.0,11,98,0,0,5,3,0,43,0,0,0,8,0,7,3,0,10,30,0,0,1,3,1,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,1191,30,3,1,0,0,3,3,1,0,1,0,0,7,1,0,0,0,1,0,0,1,0,4,0,1,0,1,193,0,90,1,0,0,0,5,7,12,38,0,0,0,1,1,0,0,0,0,147,40,29,1482,137,40,0
AR61B,18,40.44931229,NESLTER_transect,D20211111T164508_IFCB102,2021-11-11 14:09:43+00:00,102,3.3054903625,40.36366667,-70.883,10.0,cast,4656,none,,,,,,3,0,128.77380234496,738471.590081019,11-Nov-2021 14:09:43,14.4507,32.9498,OND,0,3,0,6,0,0,445,35,1,16,0,0,0,0,2021-11-11 14:09:43+00:00,24.5102,24.5074,253.88673,,14.4448,14.4455,32.9498,32.9463,1024.6907,1024.6879,,,40.767,14.4507,14.4514,4.01662,4.016304,2.1073,4.5837,0.1953,1.0868,,,40.44931228827984,40.36366666666667,-70.883,34.2679,L6,0.0480321267667556,,,257.153,,,,,,,,,,,,,,,,,,,,,,,34-35,2021,11,45.0,315.0,14.0,11,15,0,0,9,5,0,2,0,0,0,17,0,8,0,3,9,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,0,573,12,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,113,0,53,0,2,0,0,0,2,3,17,0,0,0,2,0,2,0,0,0,169,2,17,1499,89,0,0
AR61B,18,50.57155195,NESLTER_transect,D20211111T164537_IFCB109,2021-11-11 14:07:34+00:00,109,4.35015295,40.36366667,-70.883,8.0,cast,1814,none,,,,,,3,0,128.77380234496,738471.588587963,11-Nov-2021 14:07:34,14.4668,32.9842,OND,1,2,1,31,0,0,482,22,4,12,0,0,0,1,2021-11-11 14:07:34+00:00,24.5337,24.5305,253.74396,,14.4594,14.4598,32.9842,32.9801,1024.7593,1024.7561,,,50.97,14.4668,14.4671,4.022311,4.021896,2.0629,2.4967,0.1509,1.114,,,50.57155194605576,40.36366666666667,-70.883,34.2679,L6,0.0480321267667556,,,250.147,,,,,,,,,,,,,,,,,,,,,,,34-35,2021,11,45.0,315.0,14.0,11,24,0,0,2,0,0,14,0,0,0,0,0,0,1,1,5,3,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,402,31,2,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,2,0,1,2,0,40,0,63,2,1,0,0,2,11,8,21,0,0,0,1,0,0,0,0,0,203,3,6,618,54,16,1
AR61B,18,65.41024952,NESLTER_transect,D20211111T175930_IFCB109,2021-11-11 14:05:03+00:00,109,4.34112929583333,40.36366667,-70.883,5.0,cast,1846,none,,,,,,3,0,128.77380234496,738471.586840278,11-Nov-2021 14:05:03,14.3982,33.3303,OND,0,5,0,31,0,1,389,25,5,11,0,0,0,0,2021-11-11 14:05:03+00:00,24.8157,24.8033,253.48896,,14.3887,14.4882,33.3303,33.3416,1025.1074,1025.0949,,,65.928,14.3982,14.4978,4.054327,4.06491,1.8077,1.0007,0.1241,1.125,,,65.41024951986317,40.36366666666667,-70.883,34.2679,L6,0.0480321267667556,,,209.557,,,,,,,,,,,,,,,,,,,,,,,34-35,2021,11,45.0,315.0,14.0,11,47,0,0,1,0,0,20,0,0,0,0,0,2,1,3,6,6,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,453,29,6,0,0,0,0,9,7,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,35,1,81,2,0,0,0,3,7,10,28,0,0,0,7,0,0,0,0,1,196,3,7,650,60,18,0
AR61B,18,90.33938057,NESLTER_transect,D20211111T175847_IFCB102,2021-11-11 14:00:50+00:00,102,2.1576378125,40.36366667,-70.883,3.0,cast,7440,none,,,,,,3,0,128.77380234496,738471.583912037,11-Nov-2021 14:00:50,14.702,34.2679,OND,0,5,7,14,0,1,12788,400,20,263,23,0,0,0,2021-11-11 14:00:50+00:00,25.4751,25.4722,250.32102,,14.6885,14.6891,34.2679,34.2642,1025.8768,1025.8738,,,91.06,14.702,14.7025,4.186639,4.186292,1.5945,0.1082,0.7262,1.103,,,90.3393805734851,40.36366666666667,-70.883,34.2679,L6,0.0480321267667556,,,173.943,,,,,,,,,,,,,,,,,,,,,,,34-35,2021,11,45.0,315.0,14.0,11,0,0,0,185,0,0,7,0,0,0,2,0,35,0,12,14,5,0,2,0,116,2,0,0,0,0,9,2,0,2,2,2,0,0,0,7,0,2,0,0,266,14,12,0,0,0,0,5,5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,12,2,14,0,0,0,0,0,28,7,2,0,0,0,0,0,0,0,2,2,862,16,51,181,81,0,0
AR61B,19,3.694319153,NESLTER_transect,D20211112T005138_IFCB102,2021-11-12 00:37:16+00:00,102,2.81989499166667,40.36433333,-70.8835,1.0,cast,6314,none,,,,,,3,0,128.68980298848,738472.02587963,12-Nov-2021 00:37:16,14.4679,32.9295,OND,0,9,0,91,0,4,1509,153,5,19,3,0,0,0,2021-11-12 00:37:16+00:00,24.4899,24.4867,253.83441,,14.4673,14.4688,32.9295,32.9259,1024.5064,1024.5032,,,3.723,14.4679,14.4694,4.01442,4.014157,2.1653,3.8041,0.18,0.0062794,,,3.694319153014861,40.364333333333335,-70.8835,32.9295,L6,0.1159933643729852,,,265.231,,,,,,,,,,,,,,,,,,,,,,,<34,2021,11,45.0,316.0,0.0,12,225,0,5,34,2,0,92,2,0,0,44,0,11,4,5,34,30,0,0,9,41,4,0,2,0,0,5,5,0,0,0,0,0,0,0,4,0,4,2,2,2358,98,18,2,0,2,0,37,2,0,2,0,0,9,2,0,0,0,0,0,0,2,0,2,0,0,0,0,690,5,137,4,5,0,0,0,30,18,66,0,0,0,9,0,0,0,2,2,466,69,74,5263,445,82,2
AR61B,2,4.074117915,NESLTER_transect,D20211108T222655_IFCB109,2021-11-08 21:59:30+00:00,109,3.19214217916667,41.02866667,-70.88716667,12.0,cast,5091,none,,,,,,3,0,69.2946199459556,738468.916319444,08-Nov-2021 21:59:30,14.6271,32.6291,OND,1,2,2,79,0,5,1483,38,13,33,5,0,0,0,2021-11-08 21:59:30+00:00,24.2245,24.2222,253.54557,,14.6265,14.6269,32.6291,32.6263,1024.2427,1024.2404,,,4.106,14.6271,14.6275,3.996267,3.995993,2.0761,2.4839,0.2073,0.0062545,,,4.074117914820181,41.028666666666666,-70.88716666666667,33.1474,L2,0.3573046288886677,,,250.612,,,,,,,,,,,,,,,,,,,,,,,<34,2021,11,45.0,312.0,21.0,8,185,0,0,14,14,0,63,0,0,0,50,0,8,5,17,67,17,0,0,0,8,196,3,0,0,0,0,3,0,3,2,2,0,0,0,0,0,31,9,0,2043,91,5,0,0,2,0,88,2,0,11,0,0,2,2,0,0,0,0,0,0,0,0,3,0,14,8,2,197,6,49,0,25,0,0,16,19,13,33,0,0,0,0,2,0,0,0,2,193,80,116,2136,312,91,2
AR61B,2,16.00726425,NESLTER_transect,D20211108T222657_IFCB102,2021-11-08 21:56:39+00:00,102,2.644511375,41.02866667,-70.88716667,8.0,cast,6354,bad_ypos,none,,,,,3,0,69.2946199459556,738468.914340278,08-Nov-2021 21:56:39,14.6411,32.6302,OND,1,4,0,23,0,0,2209,73,9,40,8,0,0,0,2021-11-08 21:56:39+00:00,24.2228,24.2207,253.47195,,14.6388,14.6391,32.6302,32.6276,1024.2942,1024.2921,,,16.133,14.6411,14.6415,3.998191,3.997941,2.0717,2.56,0.2098,0.0061798,,,16.007264248415826,41.028666666666666,-70.88716666666667,33.1474,L2,0.3573046288886677,,,250.325,,,,,,,,,,,,,,,,,,,,,,,<34,2021,11,45.0,312.0,21.0,8,45,0,0,34,11,2,11,0,0,0,110,0,13,0,32,57,25,2,0,2,21,178,2,2,0,0,4,2,0,0,0,0,2,0,0,0,0,30,19,0,1756,49,13,0,0,0,0,43,2,0,4,2,0,2,6,0,0,0,0,0,0,4,0,15,0,6,9,0,174,4,45,2,38,0,0,4,4,19,23,0,0,0,2,2,0,0,0,0,448,57,70,3494,242,21,4
AR61B,3,3.555236819,NESLTER_transect,D20211109T005727_IFCB109,2021-11-09 00:04:06+00:00,109,3.0725380125,40.86416667,-70.8835,11.0,cast,5480,none,,,,,,3,0,84.3285597315199,738469.002847222,09-Nov-2021 00:04:06,14.2549,32.4321,OND,0,1,1,82,0,4,912,32,8,23,7,0,0,0,2021-11-09 00:04:06+00:00,24.1508,24.1483,255.8078,,14.2544,14.2549,32.4321,32.4291,1024.1667,1024.1642,,,3.583,14.2549,14.2554,3.940473,3.940193,2.1336,3.0704,0.2242,0.0061299,,,3.5552368190217245,40.86416666666667,-70.8835,33.1276,L3,0.097710686242261,,,262.09,,,,,,,,,,,,,,,,,,,,,,,<34,2021,11,45.0,313.0,0.0,9,238,0,0,11,3,2,99,0,0,0,60,0,3,2,13,24,26,3,0,0,8,112,3,11,0,0,0,2,0,2,2,0,2,0,0,0,0,31,3,0,2718,72,13,2,0,2,2,20,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,288,2,50,2,0,0,0,5,21,18,26,0,0,0,5,2,2,0,0,0,99,59,101,3463,205,107,0
AR61B,3,17.87379137,NESLTER_transect,D20211109T005721_IFCB102,2021-11-09 00:01:55+00:00,102,2.17285171666667,40.86416667,-70.8835,9.0,cast,7571,bad_flow,none,,,,Start of file off bottom but then stabilizeds after first 100s,3,0,84.3285597315199,738469.001331019,09-Nov-2021 00:01:55,14.2582,32.4364,OND,1,2,1,32,0,0,1403,62,7,41,7,0,0,0,2021-11-09 00:01:55+00:00,24.1538,24.1516,255.78286,,14.2557,14.2562,32.4364,32.4337,1024.2337,1024.2315,,,18.014,14.2582,14.2588,3.941852,3.941617,2.1287,2.9605,0.2379,0.0061798,,,17.873791366194965,40.86416666666667,-70.8835,33.1276,L3,0.097710686242261,,,261.718,,,,,,,,,,,,,,,,,,,,,,,<34,2021,11,45.0,313.0,0.0,9,78,0,0,51,7,2,21,2,0,0,99,0,18,7,14,18,32,9,2,5,18,115,0,14,0,0,2,0,0,2,0,0,0,0,0,0,0,35,14,0,2244,23,23,0,0,2,0,28,5,0,5,5,0,0,2,0,0,0,0,0,0,2,0,2,0,0,5,0,253,5,71,0,2,0,0,0,7,16,9,0,0,0,5,2,2,0,0,0,255,44,46,5769,260,9,2
AR61B,32,7.117770833,NESLTER_transect,D20211114T182153_IFCB109,2021-11-14 17:57:35+00:00,109,3.53841049166667,40.227,-70.883,18.0,cast,4129,none,,,,,,3,0,142.136,738474.748321759,14-Nov-2021 17:57:35,13.9461,32.9858,OND,1,2,3,55,0,1,1103,33,4,12,5,0,0,0,2021-11-14 17:57:35+00:00,24.6423,24.6395,256.43416,,13.9451,13.9462,32.9858,32.9826,1024.6741,1024.6714,,,7.173,13.9461,13.9472,3.972263,3.972005,2.0447,2.1694,0.1317,0.82403,,,7.117770832628767,40.227,-70.883,35.8351,L7,0.041971569159906,,,248.959,,,,,,,,,,,,,,,,,,,,,,,35-36,2021,11,45.0,318.0,17.0,14,153,0,0,7,3,0,35,0,0,0,10,0,3,0,0,18,8,1,0,3,7,3,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,3,1,3,862,27,10,0,0,0,0,14,1,0,1,1,0,1,4,0,0,0,0,0,0,8,0,1,0,3,3,1,81,0,37,0,18,0,0,0,13,40,143,0,0,0,1,3,0,0,0,0,626,30,28,1227,226,85,0
AR61B,32,24.97907997,NESLTER_transect,D20211114T182047_IFCB102,2021-11-14 17:54:55+00:00,102,2.85389112083333,40.227,-70.883,15.0,cast,6040,none,,,,,,3,0,142.136,738474.746469907,14-Nov-2021 17:54:55,13.9304,32.9912,OND,0,2,0,10,0,0,1815,137,8,35,4,0,0,0,2021-11-14 17:54:55+00:00,24.6501,24.6477,256.5066,,13.9269,13.9269,32.9912,32.9881,1024.7618,1024.7595,,,25.174,13.9304,13.9304,3.972154,3.971818,2.0209,2.2245,0.1427,0.33458,,,24.97907997389922,40.227,-70.883,35.8351,L7,0.041971569159906,,,245.738,,,,,,,,,,,,,,,,,,,,,,,35-36,2021,11,45.0,318.0,17.0,14,26,0,2,26,4,0,0,0,0,0,11,0,14,5,19,42,18,2,0,4,82,4,4,4,0,0,4,0,0,0,2,0,2,0,0,2,0,2,5,0,822,18,12,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,7,0,0,5,0,63,0,58,0,30,0,0,0,9,60,84,0,0,0,0,0,2,0,2,0,704,11,12,1675,126,2,4
AR61B,32,35.11510859,NESLTER_transect,D20211114T200353_IFCB109,2021-11-14 17:52:22+00:00,109,3.82950685416667,40.227,-70.883,11.0,cast,3270,none,,,,,,3,0,142.136,738474.744699074,14-Nov-2021 17:52:22,14.4845,33.324,OND,0,0,1,39,0,0,764,30,5,17,0,0,0,0,2021-11-14 17:52:22+00:00,24.7916,24.7884,253.0592,,14.4794,14.4703,33.324,33.3173,1024.9482,1024.9449,,,35.39,14.4845,14.4755,4.060424,4.058843,2.0056,2.1108,0.119,0.49894,,,35.115108588502096,40.227,-70.883,35.8351,L7,0.041971569159906,,,239.756,,,,,,,,,,,,,,,,,,,,,,,35-36,2021,11,45.0,318.0,17.0,14,72,0,1,10,1,1,26,3,0,0,3,0,3,1,1,5,14,1,0,5,10,1,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,1,0,3,424,27,7,0,0,1,0,3,0,0,0,3,0,10,1,0,0,0,0,0,0,1,0,0,0,1,1,0,48,0,26,3,3,0,0,1,8,22,90,0,0,0,1,0,1,0,0,1,205,13,25,581,54,26,0
AR61B,32,53.45413133,NESLTER_transect,D20211114T200315_IFCB102,2021-11-14 17:49:56+00:00,102,3.87574363333333,40.227,-70.883,10.0,cast,2966,none,,,,,,3,0,142.136,738474.743009259,14-Nov-2021 17:49:56,16.3049,34.3041,OND,0,2,0,10,0,0,852,89,6,24,2,0,0,0,2021-11-14 17:49:56+00:00,25.1445,25.1405,242.46014,,16.2964,16.3059,34.3041,34.3019,1025.3806,1025.3767,,,53.875,16.3049,16.3144,4.344424,4.345091,2.006,1.0689,0.0863,0.27682,,,53.45413132516041,40.227,-70.883,35.8351,L7,0.041971569159906,,,229.475,,,,,,,,,,,,,,,,,,,,,,,35-36,2021,11,45.0,318.0,17.0,14,3,0,0,6,0,0,1,1,0,1,0,0,5,0,3,12,4,1,0,0,6,8,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,4,3,0,143,5,9,0,0,0,0,10,1,0,0,6,0,8,4,0,0,0,0,0,1,3,0,1,0,0,5,0,15,3,37,0,1,0,0,0,1,1,63,0,0,0,1,1,1,0,0,0,143,8,6,277,39,1,1
AR61B,33,2.973935909,NESLTER_transect,D20211114T205740_IFCB109,2021-11-14 20:38:39+00:00,109,3.5928474875,40.2955,-70.88333333,3.0,cast,3998,none,,,,,,3,0,135.34106678304,738474.860173611,14-Nov-2021 20:38:39,14.2704,32.9263,OND,1,1,1,81,0,2,695,24,3,9,0,0,0,0,2021-11-14 20:38:39+00:00,24.5289,24.5259,254.85564,,14.27,14.2704,32.9263,32.9226,1024.5422,1024.5392,,,2.997,14.2704,14.2708,3.995704,3.995335,2.1076,3.2091,0.1625,0.086841,,,2.9739359094226026,40.2955,-70.88333333333334,33.52,L6,7.5285782546372015,,,256.998,,,,,,,,,,,,,,,,,,,,,,,<34,2021,11,45.0,318.0,20.0,14,178,0,0,11,3,0,45,0,0,0,7,0,0,4,3,19,7,0,0,1,7,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,0,1015,18,3,1,0,0,1,4,0,0,6,1,0,3,0,0,0,0,0,1,0,8,0,1,0,0,0,0,117,1,49,0,14,0,0,0,13,24,49,0,1,0,3,0,0,0,0,1,189,25,39,1524,191,85,0
AR61B,33,52.73455888,NESLTER_transect,D20211114T205722_IFCB102,2021-11-14 20:35:44+00:00,102,3.86383892083333,40.2955,-70.88333333,1.0,cast,2864,none,,,,,,3,0,135.34106678304,738474.858148148,14-Nov-2021 20:35:44,14.7217,33.5183,OND,0,1,4,7,0,0,974,110,6,21,2,0,0,0,2021-11-14 20:35:44+00:00,24.8915,24.8885,251.51791,,14.7138,14.7146,33.5183,33.5146,1025.1263,1025.1233,,,53.15,14.7217,14.7225,4.104797,4.104468,1.998,1.3869,0.0989,0.092547,,,52.73455888305394,40.2955,-70.88333333333334,33.52,L6,7.5285782546372015,,,237.71,,,,,,,,,,,,,,,,,,,,,,,<34,2021,11,45.0,318.0,20.0,14,5,0,0,9,4,0,1,0,0,0,0,0,5,0,4,6,0,0,0,1,10,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,167,5,3,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,9,1,23,1,5,0,0,0,4,5,61,0,0,0,0,0,0,0,1,0,140,0,3,285,26,0,0
AR61B,34,3.465101226,NESLTER_transect,D20211114T215120_IFCB102,2021-11-14 21:37:34+00:00,102,2.981108075,40.3625,-70.88366667,1.0,cast,5918,none,,,,,,3,0,128.860266536,738474.901087963,14-Nov-2021 21:37:34,14.2892,32.9149,OND,0,0,0,16,0,0,731,62,5,13,1,0,0,0,2021-11-14 21:37:34+00:00,24.5161,24.5127,254.77866,,14.2887,14.2902,32.9149,32.9109,1024.5316,1024.5282,,,3.492,14.2892,14.2907,3.996224,3.995935,2.1136,4.0383,0.1635,0.0080486,,,3.465101226144055,40.3625,-70.88366666666667,32.9149,L6,0.0941348158178742,,,257.981,,,,,,,,,,,,,,,,,,,,,,,<34,2021,11,45.0,318.0,21.0,14,30,0,0,25,2,0,3,0,0,0,5,0,12,5,2,15,7,0,0,2,89,0,2,0,0,0,2,2,0,0,0,2,0,0,0,5,0,2,0,0,540,15,5,0,0,0,0,8,2,0,2,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,143,3,32,2,7,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0,255,12,13,1560,112,0,0
AR61B,35,3.168363269,NESLTER_transect,D20211114T233438_IFCB109,2021-11-14 23:22:01+00:00,109,3.96775767916667,40.513,-70.88433333,3.0,cast,2903,none,,,,,,3,0,114.3786668,738474.973622685,14-Nov-2021 23:22:01,14.4598,32.9527,OND,1,1,0,49,0,0,521,26,4,7,0,0,0,0,2021-11-14 23:22:01+00:00,24.5095,24.506,253.83519,,14.4593,14.4615,32.9527,32.9489,1024.5236,1024.5202,,,3.193,14.4598,14.4619,4.016182,4.015958,2.09,3.0068,0.1513,0.0062296,,,3.1683632693008787,40.513,-70.88433333333333,33.4982,L5,0.0936980764932176,,,253.373,,,,,,,,,,,,,,,,,,,,,,,<34,2021,11,45.0,318.0,23.0,14,96,0,1,4,0,0,33,1,0,0,5,0,0,4,4,4,6,1,0,0,8,18,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6,1,1,665,24,4,0,0,0,1,8,1,0,1,3,0,6,3,1,0,0,0,0,0,0,0,3,0,0,1,0,89,1,74,4,5,0,0,5,11,8,19,0,0,0,1,0,1,0,0,3,161,23,24,1030,111,44,0
